"","LotArea","Neighborhood","OverallQual","OverallCond","YearBuilt","TotalBsmtSF","CentralAir","X1stFlrSF","X2ndFlrSF","GrLivArea","FullBath","HalfBath","Fireplaces","GarageArea","PoolArea","EnclosedPorch","OpenPorchSF","SalePrice"
"1085",16287,"Edwards",5,6,1925,901,"Y",901,450,1351,1,0,1,576,0,43,0,195531
"1086",8240,"Edwards",6,6,1960,1179,"Y",1179,0,1179,1,0,0,622,0,0,0,165314
"1087",6285,"Edwards",6,6,1976,960,"Y",1044,NA,1044,1,0,1,528,0,0,0,172532
"1088",9555,"Edwards",5,6,1979,NA,"Y",1100,1133,2233,2,1,0,579,0,0,0,203310
"1089",7023,"Edwards",5,5,2005,734,"Y",734,674,1408,2,1,0,489,0,0,85,175090
"1090",39290,"Edwards",10,5,2008,5095,"Y",5095,NA,5095,2,1,2,1154,0,0,484,230841
"1091",3675,"Edwards",6,5,2005,547,"Y",1072,NA,1072,1,0,0,525,0,0,44,155225
"1092",6400,"Edwards",5,7,1959,960,"Y",960,NA,960,1,0,0,392,0,35,0,168322
"1093",6882,"Edwards",4,3,1955,NA,"N",1152,0,1152,2,0,0,0,0,0,0,165956
"1094",8741,"Edwards",5,6,1946,1195,"N",1195,0,1195,2,0,0,0,0,0,0,193956
"1095",10042,"Edwards",6,8,1920,660,"Y",740,125,865,1,0,1,216,0,84,0,171070
"1096",8172,"Edwards",4,5,1955,768,"Y",768,0,768,1,0,1,355,0,196,0,166285
"1097",8172,"Edwards",4,5,1955,864,"Y",864,NA,864,1,0,0,528,0,0,0,182875
"1098",10890,"SWISU",5,6,1923,1296,"N",1296,1296,2592,2,0,0,0,0,240,742,218108
"1099",7223,"Crawfor",5,5,1926,1290,"Y",1422,0,1422,1,0,0,352,0,64,0,174378
"1100",6821,"Crawfor",6,7,1921,651,"Y",759,539,1298,2,0,1,240,0,168,0,164731
"1101",4000,"Crawfor",7,8,1930,531,"Y",567,531,1098,1,0,1,216,0,0,0,156969
"1102",6720,"Crawfor",6,7,1921,585,"N",851,585,1436,1,0,1,228,0,0,0,173388
"1103",7155,"Crawfor",6,8,1926,686,"Y",686,775,1461,1,0,1,225,0,116,0,177559
"1104",7230,"Crawfor",7,7,1927,851,"Y",867,851,1718,2,1,1,264,0,60,0,194297
"1105",13108,"Crawfor",5,5,1951,NA,"Y",1226,0,1226,1,1,1,400,0,120,24,174894
"1106",7810,"Crawfor",4,6,1930,930,"Y",1230,525,1755,2,0,1,231,0,0,40,196544
"1107",6221,"Crawfor",5,5,1941,728,"Y",760,595,1355,2,0,0,528,0,0,0,179036
"1108",25485,"Crawfor",6,4,1960,1560,"Y",1560,0,1560,1,1,3,580,0,584,75,211423
"1109",21579,"Crawfor",6,6,1968,1488,"Y",1488,0,1488,2,0,2,552,0,216,0,208156
"1110",1782,"Blueste",6,6,1980,516,"Y",529,516,1045,1,0,1,462,0,0,0,159233
"1111",17871,"Crawfor",4,5,1995,1680,"Y",1680,0,1680,2,0,0,628,0,0,0,210820
"1112",3907,"Blueste",8,5,1988,1004,"Y",1020,NA,1020,1,0,0,509,0,0,0,140196
"1113",20693,"Crawfor",7,5,1971,1696,"Y",1696,0,1696,2,0,2,625,0,0,146,198678
"1114",18044,"Crawfor",8,5,1986,279,"Y",2726,0,2726,2,1,1,691,228,169,64,186818
"1115",7000,"IDOTRR",6,7,1940,720,"Y",720,495,1215,1,0,0,720,0,30,0,175044
"1116",7288,"IDOTRR",5,7,1925,936,"Y",936,665,1601,2,0,0,0,0,0,0,180031
"1117",9060,"IDOTRR",5,6,1923,859,"Y",942,886,1828,2,0,0,NA,0,212,0,176889
"1118",3672,"IDOTRR",5,7,1922,816,"Y",816,0,816,1,0,0,100,0,96,0,159638
"1119",11067,"IDOTRR",2,4,1939,NA,"Y",640,0,845,1,0,0,256,0,0,0,154287
"1120",8250,"IDOTRR",5,6,1895,957,"N",1034,957,1991,2,0,0,0,0,133,0,191885
"1121",6565,"IDOTRR",4,6,1957,1073,"Y",1073,NA,1073,1,0,0,720,0,0,444,177503
"1122",6060,"IDOTRR",5,9,1930,837,"Y",1001,0,1001,1,0,0,216,0,42,0,166548
"1123",5568,"Crawfor",8,5,2006,1573,"Y",1625,NA,1625,2,0,1,495,0,0,0,164475
"1124",12150,"Mitchel",6,6,1979,1001,"Y",1299,NA,1299,2,0,1,486,0,222,0,167484
"1125",10000,"Mitchel",5,5,2002,1441,"Y",1392,0,1392,2,0,1,650,0,0,49,188683
"1126",12864,"Mitchel",7,5,2002,1409,"Y",1409,NA,1409,1,1,1,576,0,0,144,162243
"1127",9928,"Mitchel",7,5,1991,1454,"Y",1478,NA,1478,2,0,1,506,0,0,22,180807
"1128",8750,"Mitchel",7,6,1975,852,"Y",918,0,918,1,0,0,360,0,0,84,176279
"1129",8410,"Mitchel",6,6,1974,970,"Y",1026,NA,1026,1,0,1,528,0,0,0,163438
"1130",4054,"Timber",7,6,1987,1501,"Y",1501,NA,1501,2,0,2,512,0,0,0,161495
"1131",19958,"Timber",6,8,1958,585,"Y",2279,0,2279,2,1,1,461,0,0,0,216032
"1132",8368,"Timber",7,5,2006,1689,"Y",1689,0,1689,2,0,0,433,0,0,39,176632
"1133",8298,"Timber",8,5,2006,1546,"Y",1564,0,1564,2,0,1,502,0,0,0,168743
"1134",10331,"Timber",7,7,1985,1265,"Y",1240,0,1240,2,0,0,528,0,0,0,183810
"1135",6718,"Timber",8,5,2001,1267,"Y",1312,0,1312,2,0,0,471,0,0,28,156794
"1136",11305,"Timber",8,5,2002,1922,"Y",1922,NA,1922,2,0,1,692,0,0,64,169136
"1137",7777,"Timber",6,5,1996,1491,"Y",1491,0,1491,2,0,1,571,0,0,35,183203
"1138",11800,"Timber",7,5,2003,1122,"Y",1146,1340,2486,3,1,1,452,0,0,32,213252
"1139",12633,"Timber",10,5,2006,1824,"Y",1824,0,1824,2,0,1,932,0,0,36,190550
"1140",43500,"Mitchel",3,5,1953,NA,"Y",2034,0,2034,1,0,0,1041,561,0,266,234707
"1141",6710,"Mitchel",6,5,1996,920,"Y",936,NA,936,0,1,0,460,0,0,40,135751
"1142",1504,"MeadowV",4,4,1972,546,"Y",546,546,1092,1,1,0,253,0,0,0,164228
"1143",1533,"MeadowV",4,5,1970,530,"Y",530,462,992,1,0,0,297,0,0,97,153219
"1144",1495,"MeadowV",4,6,1970,546,"Y",546,546,1092,1,1,0,0,0,0,64,164210
"1145",1890,"MeadowV",4,3,1976,546,"Y",546,546,1092,1,1,0,286,0,0,0,163883
"1146",9129,"Mitchel",5,5,1977,923,"Y",1008,NA,1008,1,0,1,678,0,0,66,154892
"1147",15957,"Mitchel",6,6,1977,1244,"Y",1356,NA,1356,2,0,1,528,0,0,0,197092
"1148",33983,"Mitchel",5,6,1977,1160,"Y",1676,NA,1676,1,1,2,672,0,0,90,228148
"1149",8286,"Mitchel",5,7,1977,716,"Y",716,716,1432,1,1,1,531,0,0,136,178680
"1150",6723,"Mitchel",5,7,1971,796,"Y",796,0,796,1,0,0,0,0,0,0,165643
"1151",27697,"Mitchel",4,3,1961,1396,"N",1608,0,1608,1,0,0,444,0,0,38,222406
"1152",11000,"Mitchel",5,6,1976,1090,"Y",1178,NA,1178,1,1,0,502,0,0,44,184021
"1153",11625,"Mitchel",5,7,1983,816,"Y",816,NA,816,1,0,0,264,0,0,0,170871
"1154",10447,"Mitchel",5,6,1984,864,"Y",887,0,887,1,0,0,288,0,0,0,189562
"1155",11027,"NAmes",6,5,1954,1178,"Y",1293,NA,1293,2,0,0,452,0,0,0,170591
"1156",10533,"NAmes",6,6,1956,1008,"Y",1024,NA,1024,1,0,2,313,0,0,0,172934
"1157",11765,"NAmes",5,5,1957,1617,"Y",1797,0,1797,1,1,1,963,0,0,0,186425
"1158",39384,"NAmes",6,6,1957,1705,"Y",1390,NA,1390,1,1,2,550,0,0,189,218648
"1159",11727,"NAmes",7,6,1969,1851,"Y",1851,0,1851,2,0,1,506,0,0,146,183035
"1160",8238,"Gilbert",6,5,1997,813,"Y",813,712,1525,2,1,1,400,0,0,72,178378
"1161",13041,"Gilbert",6,5,1995,781,"Y",781,890,1671,2,1,1,423,0,0,84,184516
"1162",9783,"Gilbert",6,5,1996,821,"Y",821,955,1776,2,1,1,443,0,0,116,181419
"1163",13128,"Gilbert",8,5,2005,1074,"Y",1074,990,2064,2,1,1,527,0,0,119,196858
"1164",13751,"Gilbert",7,5,2005,1700,"Y",1700,512,2212,2,1,1,773,0,0,38,189228
"1165",13108,"StoneBr",8,5,1994,2062,"Y",2079,608,2687,2,1,0,618,0,0,12,208973
"1166",8076,"Gilbert",6,6,1993,1160,"Y",1169,0,1169,2,0,1,402,0,0,26,180269
"1167",3701,"StoneBr",8,5,1987,1191,"Y",1204,0,1204,2,0,0,461,0,0,70,159488
"1168",16023,"StoneBr",9,5,2005,1398,"Y",1414,1384,2798,3,1,1,670,0,0,37,191490
"1169",18062,"StoneBr",10,5,2006,1528,"Y",1528,1862,3390,3,1,1,758,0,0,34,228684
"1170",12292,"StoneBr",9,5,2006,1094,"Y",1102,1371,2473,2,1,1,675,0,0,39,201842
"1171",16052,"StoneBr",10,5,2006,1850,"Y",1850,848,2698,2,1,1,736,0,0,0,209242
"1172",15922,"StoneBr",9,5,2005,1390,"Y",1390,1405,2795,3,1,1,660,0,0,102,202357
"1173",8147,"StoneBr",9,5,2005,1714,"Y",1714,NA,1714,2,0,1,517,0,0,55,168238
"1174",18261,"StoneBr",9,5,2005,1910,"Y",2000,NA,2000,2,1,2,722,0,0,102,202524
"1175",10464,"NWAmes",6,6,1980,988,"Y",1102,NA,1102,1,0,1,582,0,0,22,170588
"1176",10530,"NWAmes",7,5,1978,945,"Y",945,912,1857,2,1,1,482,0,0,105,198375
"1177",9927,"NWAmes",7,5,1976,1047,"Y",1083,NA,1083,1,0,1,596,0,40,0,170636
"1178",9512,"Somerst",7,5,2005,960,"Y",960,1358,2318,2,1,1,541,0,0,246,181991
"1179",10530,"NWAmes",6,6,1975,675,"Y",1109,766,1875,3,0,1,485,0,0,28,183994
"1180",10000,"NWAmes",6,6,1974,1103,"Y",1103,0,1103,2,0,0,462,0,0,84,182951
"1181",7200,"NAmes",4,4,1971,864,"Y",874,0,874,1,0,0,576,0,0,0,174126
"1182",8773,"NAmes",6,5,2002,1487,"Y",1419,NA,1419,2,0,0,543,0,0,68,170575
"1183",2760,"BrDale",6,5,1973,525,"Y",525,567,1092,1,1,0,440,0,0,0,175332
"1184",2160,"BrDale",5,6,1973,765,"Y",765,600,1365,1,1,1,440,0,0,36,167522
"1185",1890,"BrDale",6,7,1972,494,"Y",494,536,1030,1,1,0,264,0,0,0,168095
"1186",1680,"BrDale",6,5,1972,483,"Y",483,465,948,1,1,0,264,0,0,0,154406
"1187",1680,"BrDale",6,5,1972,525,"Y",525,567,1092,1,1,0,264,0,0,0,170996
"1188",4043,"NPkVill",6,5,1975,1069,"Y",1069,0,1069,2,0,1,440,0,0,55,159056
"1189",7514,"NAmes",5,7,1967,943,"Y",1387,NA,1387,1,0,1,300,0,240,0,181373
"1190",2280,"NPkVill",7,7,1976,1055,"Y",1055,NA,1055,2,0,0,319,0,0,29,152272
"1191",2179,"NPkVill",6,5,1976,855,"Y",855,601,1456,2,1,1,460,0,0,28,168664
"1192",16387,"NridgHt",9,5,2006,1738,"Y",1738,851,2589,2,1,1,831,0,0,0,211007
"1193",16163,"NridgHt",8,5,2004,1618,"Y",1618,0,1618,2,0,1,880,0,0,0,182909
"1194",12228,"NridgHt",7,5,2006,1721,"Y",1740,0,1740,2,0,0,874,0,0,43,203926
"1195",14780,"NridgHt",9,5,2005,1868,"Y",1868,NA,1868,2,0,1,1085,0,0,56,179082
"1196",13975,"NridgHt",9,5,2005,1090,"Y",1117,1089,2206,2,1,1,670,0,0,95,206260
"1197",9942,"NridgHt",9,5,2005,1606,"Y",1625,466,2091,2,1,1,521,0,0,84,181732
"1198",12867,"NridgHt",8,5,2005,1209,"Y",1209,1044,2253,2,1,1,575,0,0,142,189698
"1199",10672,"NridgHt",8,5,2006,1054,"Y",1054,1335,2389,2,1,1,672,0,0,64,203074
"1200",11643,"NridgHt",8,5,2005,1524,"Y",1544,814,2358,2,1,1,784,0,0,34,201670
"1201",13758,"NridgHt",9,5,2005,1792,"Y",1792,NA,1792,2,0,1,925,0,0,49,173756
"1202",14828,"NridgHt",9,5,2004,1780,"Y",1780,NA,1780,2,0,1,816,0,0,68,181387
"1203",13215,"NridgHt",8,5,2004,1420,"Y",1426,488,1914,2,1,1,746,0,0,127,184859
"1204",5911,"NridgHt",9,5,2005,1560,"Y",1565,NA,1565,2,0,1,556,0,0,56,158313
"1205",7740,"NridgHt",9,5,2006,1686,"Y",1686,NA,1686,2,0,1,899,0,0,100,151951
"1206",6373,"NridgHt",9,5,2006,1666,"Y",1666,NA,1666,2,0,1,575,0,0,75,162537
"1207",10237,"Gilbert",6,5,2005,728,"Y",728,728,1456,2,1,1,390,0,0,24,178998
"1208",10237,"Gilbert",7,5,2006,738,"Y",738,754,1492,2,1,0,440,0,0,32,186732
"1209",11660,"Gilbert",6,5,2006,1326,"Y",1326,0,1326,2,0,0,427,0,0,0,187323
"1210",11631,"Gilbert",8,5,2004,1052,"Y",1052,1321,2373,2,1,1,632,0,0,46,199437
"1211",9073,"Gilbert",7,5,2006,738,"Y",738,754,1492,2,1,0,440,0,0,32,185546
"1212",3087,"Blmngtn",7,5,2006,1220,"Y",1364,NA,1364,2,0,1,437,0,0,16,161595
"1213",2938,"Blmngtn",7,5,2002,1368,"Y",1511,NA,1511,2,0,1,398,0,0,30,154672
"1214",3072,"Blmngtn",7,5,2004,1365,"Y",1548,NA,1548,2,0,1,388,0,0,20,159355
"1215",3010,"Blmngtn",7,5,2005,1142,"Y",1142,0,1142,2,0,0,440,0,0,0,155919
"1216",9171,"Gilbert",7,5,2004,848,"Y",848,750,1598,2,1,1,433,0,0,48,182424
"1217",8658,"Gilbert",6,5,2000,982,"Y",1008,881,1889,2,1,1,431,0,0,0,178100
"1218",12104,"Gilbert",7,5,2006,1035,"Y",1082,1240,2322,3,1,0,617,0,0,45,202577
"1219",9660,"NoRidge",8,5,1998,1044,"Y",1079,897,1976,2,1,1,885,0,0,31,177862
"1220",9545,"NoRidge",8,5,2000,1160,"Y",1205,1029,2234,2,1,1,768,0,0,50,182056
"1221",9233,"NoRidge",9,5,2000,1540,"Y",1540,1315,2855,2,1,1,774,0,0,55,191403
"1222",10019,"NoRidge",8,5,1995,1342,"Y",1358,1368,2726,2,1,1,725,0,168,169,196264
"1223",17242,"NoRidge",9,5,1993,1733,"Y",1933,1567,3500,3,1,1,959,0,0,86,209375
"1224",10236,"NoRidge",8,5,1994,1290,"Y",1305,1189,2494,2,1,1,803,0,0,95,196691
"1225",12585,"NoRidge",8,5,1993,1286,"Y",1565,1234,2799,2,1,1,704,0,0,136,192458
"1226",12447,"Somerst",8,5,2005,1100,"Y",1116,848,1964,2,1,1,760,0,0,70,182242
"1227",15218,"Somerst",8,5,2006,1670,"Y",1670,NA,1670,2,1,1,928,0,200,240,183259
"1228",10936,"Somerst",8,5,2006,1504,"Y",1504,0,1504,2,0,0,510,0,0,0,188108
"1229",8640,"Somerst",8,5,2006,1278,"Y",1278,0,1278,2,0,0,584,0,0,60,171418
"1230",13162,"Somerst",9,5,2006,2036,"Y",2036,604,2640,3,1,1,792,0,0,265,194698
"1231",8125,"Somerst",6,5,2005,858,"Y",858,858,1716,2,1,0,615,0,0,53,174841
"1232",7733,"SawyerW",6,5,2005,1142,"Y",1142,0,1142,1,1,0,0,0,0,50,172965
"1233",11024,"SawyerW",7,5,2005,1400,"Y",1400,0,1400,2,0,0,612,0,0,55,189386
"1234",13072,"SawyerW",6,5,2005,1131,"Y",1131,0,1131,1,1,0,0,0,0,39,185682
"1235",7800,"SawyerW",7,5,2005,891,"Y",891,795,1686,2,1,0,462,0,0,101,176412
"1236",7632,"SawyerW",7,5,2005,784,"Y",831,754,1585,2,1,0,449,0,0,77,174976
"1237",8304,"SawyerW",6,5,1997,941,"Y",941,896,1837,2,1,0,688,0,0,165,180718
"1238",9370,"SawyerW",6,5,1992,836,"Y",844,887,1731,2,1,0,462,0,0,85,186131
"1239",7175,"SawyerW",6,5,1990,1398,"Y",1398,NA,1398,2,0,0,542,0,0,46,165220
"1240",7175,"SawyerW",6,5,1991,1217,"Y",1217,0,1217,2,0,0,484,0,0,64,164115
"1241",9019,"SawyerW",6,5,1994,636,"Y",636,684,1320,2,1,0,472,0,0,40,182125
"1242",9100,"Sawyer",5,4,1962,988,"Y",988,NA,988,1,0,0,624,0,0,0,182285
"1243",8927,"Sawyer",6,6,1977,NA,"Y",1286,368,1654,2,0,0,528,0,0,0,196325
"1244",9240,"Sawyer",5,6,1962,864,"Y",1211,0,1211,1,0,1,576,0,0,0,164865
"1245",9308,"Sawyer",5,5,1965,984,"Y",984,0,984,1,0,0,310,0,0,0,182694
"1246",8450,"Sawyer",5,6,1968,882,"Y",909,0,909,1,0,0,294,0,0,155,185425
"1247",8638,"Sawyer",5,6,1963,925,"Y",925,NA,925,1,0,0,484,0,0,74,171414
"1248",13052,"Sawyer",5,6,1965,1024,"Y",1024,0,1024,1,1,0,308,0,0,0,183433
"1249",8020,"Sawyer",5,6,1964,912,"N",912,0,912,1,0,0,0,0,0,0,176844
"1250",8789,"Sawyer",5,6,1967,912,"Y",941,0,941,1,0,1,288,0,0,0,180568
"1251",14330,"Veenker",7,4,1974,1748,"Y",2151,495,2646,2,0,4,550,800,0,100,185948
"1252",11025,"NoRidge",8,5,1992,1334,"Y",1520,1306,2826,2,1,3,888,0,186,208,189388
"1253",3628,"Somerst",7,5,2004,1143,"Y",1143,0,1143,1,1,1,588,0,0,191,142754
"1254",2544,"Somerst",7,5,2005,600,"Y",520,623,1223,2,1,0,480,0,0,166,156106
"1255",2998,"Somerst",6,5,2000,756,"Y",768,756,1524,2,1,0,440,0,0,32,155895
"1256",4447,"Somerst",7,5,2003,530,"Y",530,550,1080,2,1,0,496,0,0,50,159851
"1257",8314,"Somerst",7,5,1997,569,"Y",854,840,1694,2,1,1,434,0,0,382,185157
"1258",7180,"Somerst",8,5,2001,1568,"Y",1568,0,1568,2,0,1,564,0,0,266,180716
"1259",13110,"NWAmes",5,6,1972,1153,"Y",1193,NA,1193,2,0,0,501,0,0,153,176901
"1260",10140,"NWAmes",7,6,1967,1334,"Y",1334,NA,1334,2,0,0,477,0,35,20,181017
"1261",9600,"NAmes",5,5,1968,1051,"Y",1051,NA,1051,1,0,0,504,0,0,0,183269
"1262",8640,"NAmes",5,5,1968,900,"Y",884,886,1770,1,1,0,530,0,0,60,193550
"1263",9360,"NAmes",6,7,1968,976,"Y",976,NA,976,1,0,1,504,0,0,0,170625
"1264",8400,"NAmes",5,6,1968,833,"Y",898,NA,898,1,0,0,326,0,0,0,182012
"1265",9759,"NAmes",5,5,1966,1051,"Y",1051,NA,1051,1,0,0,264,0,0,88,179162
"1266",9600,"NAmes",5,7,1967,1141,"Y",1141,NA,1141,1,0,0,568,0,0,78,183269
"1267",8800,"NAmes",6,7,1965,1187,"Y",1565,NA,1565,2,0,2,299,0,211,25,180589
"1268",10368,"NAmes",6,6,1964,1008,"Y",1488,NA,1488,1,1,1,430,0,0,60,181465
"1269",9350,"NAmes",5,6,1964,720,"Y",720,720,1440,1,1,1,480,0,240,32,196053
"1270",10800,"NAmes",5,7,1960,1248,"Y",1248,NA,1248,1,0,0,286,0,0,0,183421
"1271",8550,"NAmes",6,8,1934,816,"Y",816,NA,816,1,0,1,240,0,40,0,167926
"1272",9724,"NAmes",5,7,1947,938,"Y",1043,0,1043,1,0,1,273,0,0,48,168027
"1273",9600,"NAmes",5,6,1961,1251,"Y",1433,NA,1433,1,0,1,441,0,205,0,182164
"1274",10858,"NAmes",5,6,1952,1444,"Y",1624,NA,1624,1,0,1,240,0,324,40,172469
"1275",9600,"NAmes",5,5,1951,1056,"Y",1216,NA,1216,1,0,0,280,0,0,0,181059
"1276",9462,"NAmes",5,6,1949,704,"Y",1024,704,1728,1,1,1,234,0,0,60,182997
"1277",9888,"NAmes",5,6,1954,936,"Y",936,0,936,1,0,0,240,0,160,0,166140
"1278",8917,"NAmes",5,5,1967,1584,"Y",1584,0,1584,2,0,0,506,0,0,0,198515
"1279",12700,"NAmes",6,5,1964,1246,"Y",1246,NA,1246,1,0,2,441,0,0,69,193789
"1280",9723,"NAmes",6,7,1963,1008,"Y",1008,0,1008,1,0,0,430,0,0,0,173550
"1281",8400,"NAmes",5,5,1957,1179,"Y",1364,0,1364,1,1,1,331,0,0,60,176487
"1282",9610,"NAmes",6,6,1958,1121,"Y",1336,0,1336,1,1,1,488,0,0,0,188813
"1283",10000,"NAmes",5,6,1956,1058,"Y",1370,NA,1370,1,0,1,300,0,0,0,178531
"1284",10152,"NAmes",6,6,1956,1124,"Y",1124,NA,1124,1,0,1,353,0,180,211,182145
"1285",8092,"NAmes",6,8,1954,1050,"Y",1050,NA,1050,1,0,0,286,0,0,0,179196
"1286",12778,"NAmes",5,6,1952,1008,"Y",1008,NA,1008,1,0,0,280,0,0,154,169618
"1287",10170,"NAmes",6,6,1951,216,"Y",1575,0,1575,1,1,1,400,0,0,0,170010
"1288",7700,"NAmes",5,7,1956,301,"Y",1145,0,1145,1,0,0,684,0,0,0,181739
"1289",11050,"NAmes",5,5,1956,1005,"Y",1005,0,1005,1,0,1,319,0,0,0,172846
"1290",13600,"NAmes",5,6,1955,1056,"Y",1056,NA,1056,1,1,0,300,0,0,0,195560
"1291",15428,"NAmes",5,6,1951,884,"Y",884,NA,884,1,0,0,270,0,0,0,180358
"1292",21299,"NAmes",7,5,1941,929,"Y",2039,NA,2039,1,1,3,791,0,90,0,211817
"1293",13300,"NAmes",5,5,1956,1015,"Y",1384,NA,1384,1,0,0,896,0,0,0,176170
"1294",22136,"OldTown",5,5,1925,2171,"Y",1392,1248,2640,2,1,1,1008,0,148,48,234492
"1295",7500,"NAmes",6,6,1947,784,"Y",900,412,1312,1,1,0,649,0,0,28,182450
"1296",10410,"OldTown",3,8,1930,713,"Y",713,0,713,1,0,0,371,0,161,75,174902
"1297",10914,"NAmes",3,3,1929,715,"N",715,0,715,1,0,0,660,0,75,0,173684
"1298",7008,"OldTown",4,8,1900,448,"Y",448,272,720,1,0,0,280,0,70,0,147196
"1299",7200,"OldTown",6,8,1915,663,"Y",774,821,1595,2,0,1,528,0,231,0,175231
"1300",10818,"OldTown",4,4,1910,1077,"Y",981,779,1760,1,1,1,648,0,96,0,193417
"1301",10184,"NAmes",6,5,1963,1083,"Y",1146,0,1146,1,0,1,294,0,0,75,183313
"1302",9510,"NAmes",6,5,1962,1135,"Y",1207,0,1207,1,1,0,264,0,0,240,180882
"1303",10800,"NAmes",6,6,1961,1313,"Y",1773,NA,1773,2,0,2,418,0,0,98,186735
"1304",11650,"NAmes",7,5,1959,NA,"Y",1472,0,1472,2,0,1,484,0,0,68,172922
"1305",18275,"NAmes",7,8,1962,1438,"Y",1900,548,2448,3,0,2,441,0,0,102,202551
"1306",12144,"NAmes",4,6,1950,910,"Y",910,611,1521,1,1,0,597,0,168,0,190485
"1307",8544,"NAmes",3,4,1950,NA,"N",1040,0,1040,2,0,0,400,0,0,0,173439
"1308",8512,"NAmes",5,5,1960,1556,"Y",1556,0,1556,2,0,0,0,0,0,0,196613
"1309",7000,"NAmes",5,4,1961,1150,"Y",1150,0,1150,1,0,0,288,0,0,0,178152
"1310",7400,"NAmes",7,6,1962,1045,"Y",1045,NA,1045,1,0,0,528,0,0,0,174519
"1311",7000,"NAmes",5,6,1962,864,"Y",864,0,864,1,0,0,336,0,0,0,172627
"1312",7000,"NAmes",5,5,1962,1025,"Y",1025,NA,1025,1,0,0,0,0,0,80,173732
"1313",9856,"OldTown",5,8,1900,716,"Y",1007,1007,2014,2,0,0,624,0,167,72,209219
"1314",9600,"OldTown",5,6,1948,1212,"Y",1226,442,1668,1,0,0,240,0,140,0,181059
"1315",5520,"OldTown",4,6,1920,1147,"N",1147,510,1657,1,0,1,162,0,0,0,188515
"1316",9600,"OldTown",6,8,1900,780,"Y",940,476,1416,1,0,0,400,0,0,24,182164
"1317",6451,"OldTown",7,7,1900,712,"Y",848,580,1428,1,0,0,576,0,84,0,188137
"1318",3960,"OldTown",7,8,1930,502,"N",502,502,1004,1,0,1,200,0,68,0,158893
"1319",7745,"OldTown",4,6,1900,938,"N",1084,867,1951,2,0,0,576,0,28,6,189579
"1320",7741,"OldTown",6,5,1924,1032,"N",1032,0,1032,1,0,0,280,0,112,0,165229
"1321",5633,"OldTown",5,7,1925,844,"Y",844,0,844,1,0,0,216,0,123,81,162186
"1322",7200,"OldTown",4,5,1950,576,"Y",864,0,864,1,0,0,528,0,0,0,166374
"1323",7614,"OldTown",3,5,1905,738,"Y",714,662,1376,1,0,0,216,0,104,0,161665
"1324",6000,"OldTown",5,7,1955,960,"Y",960,NA,960,1,0,0,576,0,0,0,175079
"1325",6000,"OldTown",5,7,1924,816,"Y",816,750,1566,1,1,0,450,0,296,0,203840
"1326",7830,"OldTown",3,5,1921,492,"Y",492,NA,492,1,0,0,200,0,78,0,152129
"1327",9576,"OldTown",6,7,1945,770,"Y",885,297,1182,1,1,0,378,0,0,0,181012
"1328",5747,"OldTown",3,4,1920,798,"Y",840,0,840,1,0,0,250,0,0,0,161305
"1329",6300,"OldTown",7,6,1910,1226,"Y",1226,878,2104,2,0,0,432,0,88,341,203326
"1330",5976,"OldTown",5,7,1920,624,"N",624,624,1248,2,0,0,0,0,256,130,168385
"1331",9750,"OldTown",5,5,1958,960,"Y",960,0,960,1,0,0,624,0,0,0,183564
"1332",4761,"IDOTRR",3,3,1918,1020,"N",1020,0,1020,1,0,0,0,0,105,0,163784
"1333",11737,"BrkSide",6,7,1924,848,"N",1017,810,1827,1,0,1,240,0,42,36,171989
"1334",6120,"BrkSide",3,5,1930,728,"Y",728,434,1162,1,0,0,258,0,0,24,180839
"1335",6120,"BrkSide",5,7,1930,741,"Y",741,583,1324,1,0,0,180,0,55,0,170895
"1336",11672,"BrkSide",5,5,1925,816,"Y",816,0,816,1,0,0,210,0,112,0,174071
"1337",33120,"OldTown",6,5,1962,1595,"Y",1611,875,2486,2,0,1,576,0,0,0,259423
"1338",10320,"IDOTRR",4,5,1924,596,"Y",834,596,1430,2,0,0,370,0,0,0,188000
"1339",7518,"IDOTRR",5,8,1910,396,"Y",665,665,1330,1,0,0,390,0,45,72,179171
"1340",9000,"IDOTRR",5,4,1919,610,"N",819,0,819,1,0,0,0,0,0,0,171022
"1341",7200,"IDOTRR",6,6,1930,984,"Y",984,0,984,1,0,0,308,0,164,0,174126
"1342",12375,"Sawyer",5,5,1951,806,"Y",1081,341,1422,1,0,1,288,0,0,0,187625
"1343",11136,"Sawyer",6,5,1964,1921,"Y",1921,0,1921,2,0,0,576,0,0,180,199567
"1344",21370,"Sawyer",5,5,1950,NA,"Y",1640,0,1640,1,0,1,394,0,225,0,205328
"1345",8250,"Edwards",5,7,1935,NA,"N",1032,0,1032,1,0,1,260,0,121,0,166231
"1346",5220,"SWISU",5,3,1936,830,"Y",879,0,879,1,0,0,180,0,0,108,154743
"1347",5500,"SWISU",7,5,2004,1073,"Y",1073,NA,1073,2,0,0,246,0,0,120,159714
"1348",11327,"Sawyer",5,6,1967,1064,"Y",1064,0,1064,1,0,1,528,0,0,48,185563
"1349",10366,"Sawyer",6,7,1964,912,"Y",934,0,934,1,0,0,336,0,0,0,171500
"1350",9000,"Sawyer",5,6,1966,1059,"Y",1059,NA,1059,1,0,0,286,0,0,88,180983
"1351",9535,"Sawyer",5,5,1967,1176,"Y",1458,NA,1458,1,1,1,512,0,0,0,183141
